id_order,product_id,product_name,product_price
13938,11393,"Szary szal jedwabny, wzór orientalny",146
13938,11852,Szal z jedwabiu dwustronny  w kolorze liliowym,172
14003,12420,Szal z we³ny merino z wzorem orientalnym,299
14003,11478,"Granatowy szal jedwabny, wzór orientalny",172
14013,8703,Ciemno szary szal z we³ny,135
14013,8725,Szal z we³ny ze wzorem ¿akardowym,135
14044,5892,Szal z we³ny merino w kolorze czarnym,180
14044,3191,Szal z kaszmiru w kolorze czarnym,377
14055,6940,Szal z kaszmiru z podwójnym przeplotem w kolorze ³ososiowym,460
14055,10350,Be¿owy we³niany szal indyjski,165
14055,12262,Szal z we³ny merino jamawar,219
14250,9904,Szal z we³ny w kolorze czerwonym,139
14250,205,Szal z we³ny w kratê,99
14276,12484,Szalik z kaszmiru z podwójnym przeplotem w kolorze per³owo szarym,379
14276,2391,Delikatny rêcznie wykonany szal z kaszmiru w kolorze miedzianym,379
14292,188,Szalik z kaszmiru z podwójnym przeplotem w kolorze br¹zowym,239
14320,9660,Szal z kaszmiru w kolorze czerwonym,329
14323,11884,"Szal z jedwabiu dwustronny, w kolorze be¿owym",172
14323,11849,"Szal z jedwabiu dwustronny, cieniowany w kolorze wiœniowo czerwonym",172
14327,11058,Szalik z kaszmiru z podwójnym przeplotem w kolorze granatowym bez frêdzli,239
14336,12171,Szal z we³ny merino w pasy,299
14336,199,Szal z we³ny w kratê,99
14350,58,Œliczny rêcznie wykonany szalik z kaszmiru w kolorze ciemno ró¿owym,190
14350,61,Œliczny rêcznie wykonany szalik z kaszmiru w kolorze czerwonym,190
14350,68,Œliczny rêcznie wykonany szalik z kaszmiru w kolorze delikatny ³ososiowy,190
14350,93,Œliczny rêcznie wykonany szalik z kaszmiru w kolorze miêtowym,190
14350,9554,Czapka z kaszmiru w kolorze czarnym,179
14350,9556,Czapka z kaszmiru w kolorze jasno br¹zowym,165
14354,6582,Szaro granatowy szal indyjski,155
14354,5428,Szal z we³ny ze wzorem ¿akardowym w kolorze turkusowym,160
14397,13232,Szal z we³ny w kolorze czarnym,139
14397,9523,Szal ¿akardowy z we³ny merino w kolorze czarnym,170
14397,8427,Szal z we³ny merino w kolorze czarnym,170
14419,13332,Delikatny szal z kaszmiru  w kolorze szarym,465
14419,14080,"Szal z jedwabiu dwustronny, w kolorze fioletowym opalizuj¹cym",172
14430,12082,Szal z we³ny merino w kolorze czerwonym,180
14432,11396,"Ró¿owy szal jedwabny, wzór orientalny",146
14432,2164,Szal indyjski w kolorze bordowym,145
14460,12327,"Szal z jedwabiu dwustronny, w kolorze niebieskim",192
14468,6276,Delikatny szal z kaszmiru w kolorze marsala,465
14468,5947,Delikatny rêcznie wykonany szal z kaszmiru w kolorze granatowym,465
14488,12576,Szal z kaszmiru w kolorze ecru,377
14488,9897,Szal z we³ny w kolorze kobaltowym,139
14502,8625,Szal wieczorowy z jedwabiu w kolorze ecru,172
14504,11827,"Szal z jedwabiu dwustronny, w kolorze be¿owym",172
14504,12086,"Szal z jedwabiu dwustronny, w kolorze czerwonym",172
14640,6898,"Szal indyjski w kolorze czerwono ró¿owym, wzór orientalny",120
14640,11463,"Granatowy szal jedwabny, wzór orientalny",172
14895,8629,Szal wieczorowy z jedwabiu w kolorze bia³ym,172
14895,11912,"Szal z jedwabiu dwustronny, w kolorze b³êkitnym",172
16091,6585,Wielokolorowy szal indyjski,144
16092,12881,Szal z we³ny w kolorze burgundu,139
16097,11830,"Szal z jedwabiu dwustronny, w kolorze ¿ó³tym",172
16097,5304,Szal z we³ny merino w kolorze pomarañczowym,160
16101,16077,Szal letni w kolorze per³owo szarym,170
16108,13310,Szal z we³ny w kolorze miedzianym,139
16108,9897,Szal z we³ny w kolorze kobaltowym,139
16131,4315,"Szal z jedwabiu dwustronny, w kolorze zielono z³otym",155
16131,15219,"LIMITED EDITION, Zielony szal jedwabny, wzór orientalny",224
16137,12086,"Szal z jedwabiu dwustronny, w kolorze czerwonym",172
16137,15331,"Szal z jedwabiu dwustronny, w kolorze szmaragdowym",172
16137,15143,Szal jedwabny w kolorze fuksji,172
16171,12457,Szal z we³ny merino ecru w pasy,263
16171,1836,Œliczny rêcznie wykonany szal z kaszmiru w kolorze koniakowym,199
16288,15264,"LIMITED EDITION, Pomarañczowy szal jedwabny, wzór orientalny",224
16336,11812,"Fioletowy szal jedwabny, wzór orientalny",172
16336,8629,Szal wieczorowy z jedwabiu w kolorze bia³ym,172
16585,6592,Czerwono pomarañczowy szal indyjski,129
16613,8594,Szal wieczorowy w kolorze ecru,170
16613,8629,Szal wieczorowy z jedwabiu w kolorze bia³ym,172
16644,12503,Szal z kaszmiru w kolorze fuksji,377
16644,7926,Szal z we³ny merino w kolorze granatowym,190
17321,15201,Turkusowy szal jedwabny,172
17321,9762,Szal wieczorowy z kaszmiru w kolorze turkusowym,251
17321,5060,"Torebka zdobiona koralikami i cyrkoniami, w kolorze turkusowym",89
17465,15334,"Szal z jedwabiu dwustronny, w kolorze per³owo szarym",172
17548,10271,Szal indyjski w kolorze ró¿owym,99
17548,10252,Szal indyjski wielokolorowy,99
17548,10259,Szal indyjski wielokolorowy,99
17548,10277,Szal indyjski wielokolorowy,99
19552,10744,"Szal z jedwabiu dwustronny, w kolorze fioletowo z³otym",172
19552,5529,"Torebka zdobiona kryszta³kami, w kolorze fioletowym",59
20736,17442,"LIMITED EDITION, Szal jedwabny, wzór orientalny w kolorze morskim",224
20736,19940,Turkusowy szal kaszmirowy z wzorem orientalnym,349
20736,19951,Niebieski szal kaszmirowy z wzorem orientalnym,349
20736,19957,Szal kaszmirowy z wzorem orientalnym w kolorze morskim,349
20747,5689,Wyszywany szal Aari z we³ny merino w kolorze ecru,279
20747,19934,Zielony szal kaszmirowy z wzorem orientalnym,329
20756,19867,Czarny szal we³niany z wzorem orientalnym,267
20756,20235,"LIMITED EDITION, wyszywany szal we³niany Aari w kolorze czarnym",436
20756,19858,Szal we³niany z wzorem orientalnym,267
20756,9704,Szal z we³ny merino jamawar,237
20756,12302,Szal z we³ny merino jamawar,219
20756,6957,We³niany szal indyjski Kani,269
20756,10409,We³niany szal indyjski Kani  z wzorem ¿akardowym,269
20756,20223,Wyszywany szal we³niany Aari w kolorze czarnym,378
20756,10350,Be¿owy we³niany szal indyjski,185
20756,2164,Szal indyjski w kolorze bordowym,145
20756,3589,Szal indyjski w kolorze fioletowo z³otym,129
20756,10288,Szal indyjski w kolorze fioletowym,84
20756,10040,Szal indyjski wielokolorowy,139
21246,12982,Czapka z we³ny w kolorze jasno br¹zowym,119
21246,12619,Czapka z we³ny w kolorze kobaltowym,119
21246,6460,Œliczny rêcznie wykonany szal z kaszmiru w kolorze jasno br¹zowym,199
23418,1748,Œliczny rêcznie wykonany szalik z kaszmiru w kolorze ciemne bordo,170
23418,6443,Rêcznie wykonany szal z kaszmiru w kolorze fioletowym,199
23479,20004,Niebieski szal kaszmirowy z wzorem orientalnym,329
23479,55,Œliczny rêcznie wykonany szal z kaszmiru w kolorze br¹zowym,199
23661,18566,Wyszywany szal Aari z we³ny merynosów kolorze bordowym,239
23661,23441,Kremowy szal we³niany z wzorem orientalnym,312
23681,20584,Szal we³niany w kolorze bordowym,190
23681,11058,Szalik z kaszmiru z podwójnym przeplotem w kolorze granatowym bez frêdzli,259
23683,21409,Czapka zimowa w kolorze szarym,179
23683,4133,"Torebka zdobiona koralikami i cyrkoniami, w kolorze z³otym",99
23683,5542,"Torebka zdobiona koralikami i cyrkoniami, w kolorze z³otym",110
23683,4066,"Torebka zdobiona koralikami i cyrkoniami, w kolorze czarnym",110
23687,21104,Ró¿owy szal kaszmirowy,299
23687,6267,"Delikatny, elegancki szal z kaszmiru, w kolorze fioletowym",299
23687,21023,Bia³y szalik we³niany z alpaki,279
23695,21322,Rêkawiczki damskie w kolorze bordowym,99
23695,9517,Szal ¿akardowy z we³ny merino w kolorze czerwonym,190
23697,21523,"szalik, czapka, rêkawiczki z merino w kolorze bordowym",650
23697,21816,Sweter damski we³niany,740
23697,21765,Sweter damski we³niany,560
23697,21232,Œliwkowy szal komin kaszmirowy dwukolorowy,435
23730,9707,Szal z we³ny merino jamawar,237
23730,2750,Rêcznie malowany szal o wzorze wspó³czesnym,135
23742,11685,"Szal z jedwabiu dwustronny, w kolorze lawendowym",172
23742,14017,"Szal z jedwabiu dwustronny, w kolorze niebieskim",172
23757,8294,Szal z jedwabiu w kolorze fioletowym,75
23757,20672,Szal we³niany w kolorze turkusowym,135
23764,1174,Delikatny szal z kaszmiru w kolorze be¿owym w kratê,349
23764,20576,"Szalik jedwabny, wzór paisley w kolorze turkusowym",129
23770,20635,Szal jedwabny z wzorem orientalnym w kolorze szarym,172
23770,16021,Szal jedwabny w kolorze z³oto szarym,192
23773,10425,Czarny we³niany szal indyjski Kani,269
23773,6585,Wielokolorowy szal indyjski,129
23773,21935,Br¹zowy szal we³niany z wzorem orientalnym,164
23773,20586,Szal we³niany w kolorze fuksji,190
23783,9692,Szal z we³ny merino jamawar,219
23783,12599,Czapka z we³ny w kolorze be¿owym,119
23826,15230,"LIMITED EDITION, Pomarañczowy szal jedwabny, wzór orientalny",224
23826,6592,Czerwono pomarañczowy szal indyjski,129
23826,17522,"Pomarañczowy szal jedwabny, wzór orientalny",172
23838,19911,Czarny szal we³niany z wzorem orientalnym,312
23838,6585,Wielokolorowy szal indyjski,129
23851,12976,Czapka z we³ny w kolorze per³owo szarym,119
23851,20111,Delikatny szal kaszmirowy w kolorze per³owo szarym,465
23852,21072,¯ó³ty szalik mêski kaszmirowy,259
23852,21202,Szalik mêski kaszmirowy bia³y,259
23852,21076,Czarny szalik mêski kaszmirowy,259
23853,20784,"Szal jedwabny dwustronny, w kolorze z³oto czarnym",192
23853,15349,"Szal jedwabny dwustronny, w kolorze delikatnym ró¿owo czarnym",155
23872,9558,Czapka z kaszmiru w kolorze ró¿owym,179
23872,3111,Œliczny rêcznie wykonany szalik z kaszmiru w kolorze ró¿owym,160
23881,17453,"LIMITED EDITION, z³oty szal jedwabny, wzór orientalny",224
23881,23267,Szal jedwabny z wzorem orientalnym w kolorze zielonym,192
23962,21104,Ró¿owy szal kaszmirowy,299
23962,21093,Be¿owy szal kaszmirowy,299
23968,20610,Szal jedwabny dwustronny w kolorze szafirowym,192
23968,14040,"Szal z jedwabiu dwustronny, w kolorze miedzianym",172
23974,20046,Wyszywany szal we³niany Aari w kolorze czarnym,199
23974,13232,Szal z we³ny w kolorze czarnym,139
23974,20952,Szalik we³niany z alpaki czerwony,259
23974,9887,Szal z we³ny w kolorze ecru,139
23974,20934,Szalik we³niany z alpaki szary,249
23985,6585,Wielokolorowy szal indyjski,129
23985,10202,Chusta indyjska ze wzorem orientalnym,149
23986,21710,"LIMITED EDITION, Miedziany szal jedwabny, wzór orientalny",224
23986,11920,"Szal z jedwabiu dwustronny, w kolorze zielonym",172
23986,219,Szal indyjski w kolorze czerwono-bordowym,59
23998,20595,Szal kaszmirowy w kolorze ecru,377
23998,21075,Czarny szalik mêski kaszmirowy,259
24004,23901,"Szal z jedwabiu dwustronny, w kolorze z³otym",192
24004,13350,Szal z we³ny w kolorze granatowo niebieskim,139
24019,5695,Wyszywany szal Aari z we³ny merino w kolorze granatowym,209
24019,20626,Szal jedwabny z wzorem orientalnym w kolorze fioletowym,172
24019,20549,Szal jedwabny z wzorem orientalnym w kolorze turkusowym,172
24025,16033,Szal jedwabny w kolorze zielonym,192
24025,15249,"LIMITED EDITION, Zielony szal jedwabny, wzór orientalny",224
24025,11920,"Szal z jedwabiu dwustronny, w kolorze zielonym",172
24030,2753,Rêcznie malowany szal o wzorze wspó³czesnym,105
24030,2741,Rêcznie malowany szal o wzorze wspó³czesnym,105
24037,23927,"LIMITED EDITION, Czerwony szal jedwabny, wzór orientalny",224
24037,23933,"LIMITED EDITION, Z³oty szal jedwabny, wzór orientalny",224
24037,23942,Szal jedwabny z wzorem orientalnym w kolorze ró¿owym,192
24037,23945,"LIMITED EDITION, Zielony szal jedwabny, wzór orientalny",224
24055,23703,Czapka zimowa w kolorze szarym,179
24055,23715,Czapka zimowa w kolorze granatowym,179
24055,21536,Czapka zimowa w kolorze czarnym,185
24073,9897,Szal z we³ny w kolorze kobaltowym,139
24073,21994,Granatowy szal we³niany KULLU,274
24073,2756,Wyszywany szal z we³ny w kolorze jasno niebieskim,125
24074,21087,Czarny szal kaszmirowy,299
24074,21178,Czarny szal kaszmirowy,385
24092,23824,"Szal jedwabny dwustronny, w kolorze b³êkitnym",172
24092,18988,Niebieski dwustronny szal z jedwabiu,192
24096,12250,Wyszywany szal Aari z we³ny merino w kolorze jasno br¹zowym,349
24096,23396,Pomarañczowy szal we³niany z wzorem orientalnym,164
24096,6901,"Szal indyjski w kolorze z³otym, wzór orientalny",120
24096,9750,Szal wieczorowy z kaszmiru w kolorze ³ososiowym,235
24120,24078,"LIMITED EDITION, Z³oty szal jedwabny, wzór orientalny",224
24120,23603,Czarny szal we³niany KULLU,260
24130,15349,"Szal jedwabny dwustronny, w kolorze delikatnym ró¿owo czarnym",155
24130,20708,Szal we³niany ze wzorem ¿akardowym w kolorze ecru,129
